Method_Name,Method_Type
scanAndReportAutoValueReferences,others
visitMemberSelect,assertion
visitIdentifier,assertion
getMatchingMethod,accessor
verifyNotNull,others
methodHasVisibility,assertion
methodHasArity,others
getTypeOfSubtract,accessor
compare,others
compareTo,others
longValue,others
intValue,others
shortValue,others
lastModified,others
isTypeAnnotation,assertion
getQualifiedIdentifier,accessor
isAcceptableImport,assertion
tryCreate,builder
outermostClass,others
getEnclosingElement,accessor
getCheckState,accessor
getTypeDecls,accessor
moveTypeAnnotations,others
addInput,others
isNonNullUsingDataflow,assertion
errorProneOptions,others
readObject,others
writeObject,others
close,others
defaultReadObject,others
processArgs,others
getRemainingArgs,accessor
defaultToLatestSupportedLanguageLevel,others
setCompilePolicyToByFile,accessor
getTask,accessor
addTaskListener,assertion
getContext,accessor
checkCompilePolicy,others
setupMessageBundle,accessor
createAnalyzer,builder
getStandardFileManager,accessor
isSupportedOption,assertion
run,others
noneOf,others
getSourceVersions,accessor
getBundle,accessor
patchingOptions,others
createByScanningForPlugins,builder
refactor,others
loadPlugins,others
canonicalName,others
createWithCustomDescriptionListener,builder
applyChanges,others
floatingPointArgument,others
createDescription,builder
doubleValue,others
asBigInteger,others
suggestReplacement,others
toBigIntegerExact,others
nextInt,others
toStringHelper,others
newHashMap,others
getValueType,accessor
standardPutAll,others
unmodifiableMap,others
addEqualityGroup,others
isPrimitiveOrBoxedPrimitiveType,assertion
receiverOfInvocation,others
methodInvocation,others
classLiteral,others
isJUnitTestCode,assertion
bind,others
binder,others
extractTypeArgAsMemberOfSupertype,others
open,others
operateOn,others
toByteArray,others
read,others
getLogger,accessor
templateTypeVariables,others
expressionArgumentTypes,others
matchesStartingAnywhere,others
none,others
templateStatements,others
thenChoose,others
unifier,others
typecheck,others
expectedTypes,others
actualTypes,others
unconsumedStatements,others
trueOrNull,others
subList,assertion
prepend,others
or,others
matchesStartingAtBeginning,others
pretty,others
printStatement,others
whitespace,others
printStatements,others
log,others
addImports,others
subSequence,others
handleArguments,others
areSingleArgumentsSelfDocumenting,others
containsSyntheticParameterName,others
forEachPair,others
checkParameter,others
isBooleanLiteral,assertion
getFirst,accessor
removeFirst,others
closedOpen,others
hasParameterComment,others
getStyle,accessor
getTextFromComment,accessor
toLowerCase,others
boxedClass,others
shouldAutoboxFix,others
literalValue,others
literalFix,others
parseBoolean,others
maybeCast,others
doubleAndFloatStatus,others
shouldUseGuavaHashCode,others
lookup,others
targetType,accessor
setArgs,accessor
suppressionPredicate,others
customSuppressionAnnotations,others
disjoint,assertion
linkUrl,others
defaultSeverity,others
allNames,others
supportsSuppressWarnings,others
disableable,assertion
isAbstract,assertion
altNames,others
summary,others
severity,others
createLinkUrl,builder
suppressionAnnotations,others
isSuppressWarnings,assertion
tags,others
linkType,others
link,others
unmodifiableSet,accessor
maybeFormat,others
getCharContent,accessor
formatSource,others
assertAbout,assertion
javaSource,others
fromBugCheckerClasses,others
forResource,others
forSourceLines,others
isAtLeast9,assertion
doTest,others
runTestOnPair,others
doCompile,others
applyDiff,others
closeCompiler,others
verifyMatch,others
testFileManager,others
parse,others
analyze,others
toUri,others
getDiagnostics,accessor
fail,others
getImportOrganizer,accessor
applyOverrides,others
handleFix,others
choose,others
applyDifferences,others
forSourceString,others
getFullyQualifiedName,accessor
getSourceText,accessor
hasNext,others
getPackage,accessor
addInputAndOutput,others
fromJson,others
newBufferedWriter,others
resolve,others
exists,assertion
readAllBytes,others
setDefaultFlowStyle,accessor
write,others
dump,others
standardizeAnnotation,others
execute,others
deadExceptionTestInfo,others
toJson,others
processLine,others
newBufferedReader,others
onByDefault,others
trueFirst,others
explanation,others
documentSuppression,others
annotationKeyValues,others
getSuppliers,accessor
fromBugCheckerInfos,others
allChecks,others
in,others
typeCast,others
anything,others
isPrimitiveType,assertion
getDescriptionForType,accessor
and,others
containsPattern,others
isValidInitializerOrNotAByteBuffer,assertion
findMethod,others
findClass,others
checkForInitializer,others
position,others
arrayOffset,accessor
array,others
wrap,others
allocate,others
hasArray,others
getBuffer,accessor
allocateDirect,others
asType,others
getNames,accessor
isOwnedBy,assertion
getEnclosingType,accessor
isMemberOf,assertion
visitSelect,assertion
memberOfEnclosing,others
visitReference,assertion
hasOuterInstance,others
hasArgumentWithValue,others
getDurationFullyQualifiedName,accessor
rowMap,others
getAllInvocationsInParentExpression,accessor
