Method_Name,Method_Type
setAndAllowWhileIdle,accessor
canScheduleExactAlarms,others
getWritableFile,accessor
seek,others
updateLength,others
newStream,others
toLanguageTag,accessor
setDefault,accessor
setLocale,accessor
createConfigurationContext,builder
logMemory,others
registerActivityLifecycleCallbacks,assertion
getMainLooper,accessor
detectNonSdkApiUsage,others
getVmPolicy,accessor
getMainExecutor,accessor
getStackTrace,accessor
getClassName,accessor
setVmPolicy,accessor
getDefaultUncaughtExceptionHandler,accessor
setDefaultUncaughtExceptionHandler,accessor
isOwnFault,assertion
writeCrashLog,others
uncaughtException,others
exit,others
setup,accessor
setProperty,accessor
createNotificationChannels,builder
setupViewInvalidation,accessor
setMetadataLoadStrategy,accessor
setSystemProperties,accessor
scheduleWatchdog,others
reschedule,others
setLevel,accessor
getRuntime,accessor
onTrimMemory,others
onLowMemory,others
ceil,others
repairFolders,others
setProperties,accessor
setSpecials,accessor
writeString,others
getOutputStream,accessor
writeBytes,others
astring,others
nstring,others
literal,others
nastring,others
supportsUtf8,others
startLiteral,others
writeTo,others
supportsNonSyncLiterals,others
readResponse,others
isContinuation,assertion
isTagged,assertion
digit,others
available,others
toByteArray,others
getMainThreadExecutor,accessor
onInserted,others
onRemoved,others
onChanged,others
loadAround,others
isContiguous,assertion
removeWeakCallback,others
onCurrentListChanged,assertion
addWeakCallback,others
snapshot,others
getBackgroundThreadExecutor,accessor
computeDiff,others
getDiffCallback,accessor
latchPagedList,assertion
dispatchDiff,assertion
transformAnchorIndex,others
getPasswordAuthentication,accessor
uptimeMillis,assertion
isOpen,assertion
reThrow,others
toMillis,assertion
incrementCountAndEnsureDbIsOpen,assertion
decrementCountAndScheduleClose,others
removeCallbacks,others
getWritableDatabase,accessor
getDatabaseName,accessor
setWriteAheadLoggingEnabled,accessor
pokeOpen,others
executeRefCountingFunction,others
beginTransactionNonExclusive,others
beginTransactionWithListener,assertion
beginTransactionWithListenerNonExclusive,assertion
getDelegateDatabase,accessor
setVersion,accessor
setMaximumSize,accessor
setPageSize,accessor
execSQL,others
needUpgrade,others
setMaxSqlCacheSize,accessor
setForeignKeyConstraintsEnabled,accessor
isWriteAheadLoggingEnabled,assertion
closeDatabaseIfOpen,others
isClosed,assertion
moveToPosition,others
moveToFirst,others
moveToLast,others
moveToPrevious,others
isFirst,assertion
isLast,assertion
isBeforeFirst,assertion
isAfterLast,assertion
getColumnIndexOrThrow,accessor
getColumnName,accessor
getColumnNames,accessor
getColumnCount,accessor
getBlob,accessor
