Method_Name,Method_Type
assertCompact,assertion
assertSame,assertion
assertNotSame,assertion
testCopyRegionCompactness,others
assertNotCompact,assertion
getDecimalType,accessor
writeDecimalToBlock,others
getBigDecimalForCounter,accessor
abs,others
setScale,accessor
divide,others
unscaledValue,others
precision,assertion
scale,others
getOnlyElement,accessor
getSetSessionProperties,accessor
getResetSessionProperties,accessor
assertUpdate,assertion
getQueryRunner,accessor
assertTableColumnNames,assertion
assertQueryFails,assertion
assertCreateTableAsSelect,builder
assertExplainAnalyze,assertion
skipTestUnless,others
supportsNotNullColumns,others
assertAccessDenied,assertion
privilege,others
assertAccessAllowed,assertion
supportsViews,others
assertContains,assertion
row,others
getField,accessor
formatSqlText,others
getOnlyColumnAsSet,accessor
getCoordinator,accessor
executeExclusively,others
assertUntilTimeout,assertion
getQueries,accessor
isFinalQueryInfo,assertion
waitUntilStable,others
nanosSince,others
sleepUninterruptibly,others
run,others
executeWithQueryId,others
getQueryStats,accessor
writeOrcFile,others
rewriteFile,others
getResourceFile,accessor
getFile,accessor
readFileFooter,others
getStripesCount,accessor
getStripes,accessor
hasFooter,others
getFooterLength,accessor
hasIndex,others
getIndexLength,accessor
readBytes,others
parseFrom,others
getCompressionBlockSize,accessor
createOrcDecompressor,builder
getTimeZoneKey,accessor
computeScalar,others
ofHoursMinutes,others
systemDefault,others
ofPattern,others
atStartOfDay,others
atDate,others
ofEpochDay,others
createRLEBlock,builder
log,others
closeAllRuntimeException,others
assertFunction,assertion
assertFunctionWithError,assertion
createDecimalType,builder
getPrecision,accessor
getScale,accessor
assertInvalidFunction,assertion
assertNumericOverflow,assertion
assertInvalidCast,assertion
assertCachedInstanceHasBoundedRetainedSize,assertion
executeProjectionWithFullEngine,others
addSuppressed,others
tryEvaluateWithAll,others
scalars,others
scalar,others
parseIncludeLeadingZerosInPrecision,assertion
getObject,accessor
decodeUnscaledValue,others
decimal,others
lookupFunction,others
fromText,others
serialize,others
difference,others
createSlicesBlock,builder
